company_id,company_name,industry,size,contract_value,date,quarter,year,deal_stage,renewal_probability,upsell_opportunity,active_users,feature_adoption_rate,custom_integrations,pending_feature_requests,ticket_volume,avg_resolution_time_hours,csat_score,sla_compliance_rate,health_score
COMP0182,Company 0182,Healthcare,Small,82592,2023-10-05,Q4,2023,Implementation,70,10000,9,0.54,4,9,46,46.3,3.6,0.95,70.6
COMP0183,Company 0183,Healthcare,Small,81454,2023-10-05,Q4,2023,At Risk,97,0,88,0.65,0,0,45,15.5,3.7,0.8,79.4
COMP0184,Company 0184,Retail,Medium,80917,2023-10-06,Q4,2023,At Risk,100,5000,53,0.67,0,2,11,28.2,3.5,0.87,81.5
COMP0185,Company 0185,Manufacturing,Medium,42247,2023-10-07,Q4,2023,Live,75,0,53,0.71,1,4,8,37.8,4.2,0.94,79.4
COMP0186,Company 0186,Finance,Enterprise,30319,2023-10-08,Q4,2023,Live,61,10000,62,0.76,0,9,15,27.6,4.6,0.95,78.5
COMP0187,Company 0187,Manufacturing,Enterprise,15770,2023-10-08,Q4,2023,Stable,83,15000,62,0.86,3,3,32,11.6,4.9,0.89,88.1
COMP0188,Company 0188,Finance,Enterprise,33300,2023-10-09,Q4,2023,At Risk,89,20000,51,0.94,2,1,38,43.0,4.1,0.94,90.1
COMP0189,Company 0189,Finance,Enterprise,55169,2023-10-12,Q4,2023,Implementation,69,15000,35,0.74,3,9,12,14.5,4.6,0.97,80.7
COMP0190,Company 0190,Manufacturing,Small,77099,2023-10-13,Q4,2023,Stable,90,5000,40,0.9,3,4,7,47.8,4.2,1.0,90.8
COMP0191,Company 0191,Healthcare,Small,12730,2023-10-13,Q4,2023,Implementation,98,20000,31,0.67,0,5,12,38.9,4.9,0.89,86.9
COMP0192,Company 0192,Finance,Medium,99174,2023-10-16,Q4,2023,Stable,95,5000,15,0.58,3,8,38,16.7,4.8,0.81,81.3
COMP0193,Company 0193,Finance,Enterprise,32688,2023-10-16,Q4,2023,Live,70,20000,73,0.74,3,2,27,16.5,4.4,0.85,77.8
COMP0194,Company 0194,Healthcare,Enterprise,61073,2023-10-16,Q4,2023,At Risk,60,0,65,0.57,0,4,21,44.7,3.6,0.86,66.7
COMP0195,Company 0195,Manufacturing,Small,73618,2023-10-19,Q4,2023,Stable,86,15000,53,0.46,1,6,20,17.8,3.7,0.99,74.2
COMP0196,Company 0196,Healthcare,Small,83257,2023-10-19,Q4,2023,Stable,100,0,39,0.42,3,10,6,8.1,4.4,0.87,77.6
COMP0197,Company 0197,Retail,Enterprise,67080,2023-10-22,Q4,2023,Implementation,77,0,86,0.92,2,10,46,6.0,4.5,0.89,86.5
COMP0198,Company 0198,Retail,Medium,84706,2023-10-23,Q4,2023,Implementation,81,5000,31,0.69,0,10,21,45.7,4.3,1.0,82.2
COMP0199,Company 0199,Finance,Small,41284,2023-10-23,Q4,2023,At Risk,68,0,82,0.48,1,7,28,4.3,4.0,0.85,67.8
COMP0200,Company 0200,Retail,Small,48031,2023-10-24,Q4,2023,Live,71,10000,55,0.79,5,5,50,5.7,4.6,0.9,81.4
COMP0201,Company 0201,Retail,Medium,23009,2023-10-24,Q4,2023,Implementation,95,15000,86,0.5,3,1,12,8.8,4.4,0.82,77.5
COMP0202,Company 0202,Retail,Enterprise,48017,2023-10-27,Q4,2023,At Risk,97,5000,7,0.92,3,10,15,14.9,4.1,0.97,92.5
COMP0203,Company 0203,Healthcare,Small,19133,2023-10-27,Q4,2023,At Risk,98,10000,88,0.94,4,10,16,38.8,4.6,0.93,94.6
COMP0204,Company 0204,Manufacturing,Small,40090,2023-10-27,Q4,2023,At Risk,76,0,80,0.9,4,6,14,12.3,4.3,0.84,83.8
COMP0205,Company 0205,Manufacturing,Small,25585,2023-10-30,Q4,2023,At Risk,64,5000,84,0.85,4,10,20,2.2,3.9,0.83,76.9
COMP0206,Company 0206,Retail,Enterprise,76143,2023-11-01,Q4,2023,At Risk,78,5000,19,0.64,0,7,50,22.1,3.6,0.96,76.2
COMP0207,Company 0207,Retail,Medium,94777,2023-11-02,Q4,2023,Stable,63,20000,85,0.83,1,5,12,28.2,3.8,0.86,76.2
COMP0208,Company 0208,Technology,Enterprise,24767,2023-11-04,Q4,2023,Live,74,10000,34,0.42,4,5,18,40.3,4.8,1.0,74.0
COMP0209,Company 0209,Manufacturing,Medium,19440,2023-11-05,Q4,2023,Stable,87,15000,65,0.9,4,3,23,24.3,4.9,0.86,89.9
COMP0210,Company 0210,Retail,Enterprise,92582,2023-11-07,Q4,2023,Implementation,84,20000,20,0.94,2,2,40,29.9,4.5,0.82,87.8
COMP0211,Company 0211,Manufacturing,Medium,93603,2023-11-09,Q4,2023,Implementation,90,15000,13,0.54,3,1,47,11.7,3.9,0.92,77.2
COMP0212,Company 0212,Finance,Medium,43245,2023-11-10,Q4,2023,Implementation,81,10000,89,0.56,2,6,28,11.1,4.6,0.99,79.3
COMP0213,Company 0213,Manufacturing,Enterprise,21919,2023-11-11,Q4,2023,At Risk,68,15000,9,0.73,3,5,29,29.5,3.6,0.83,73.3
COMP0214,Company 0214,Finance,Medium,83649,2023-11-13,Q4,2023,At Risk,60,0,80,0.42,1,10,7,5.1,3.5,0.95,63.6
COMP0215,Company 0215,Healthcare,Enterprise,13092,2023-11-16,Q4,2023,Live,95,15000,80,0.77,5,7,5,32.8,3.6,0.96,85.2
COMP0216,Company 0216,Technology,Enterprise,25122,2023-11-17,Q4,2023,At Risk,63,0,50,0.92,1,5,31,43.0,4.0,0.97,81.9
COMP0217,Company 0217,Finance,Small,97383,2023-11-17,Q4,2023,At Risk,73,0,19,0.42,1,7,41,36.0,4.7,0.85,70.3
COMP0218,Company 0218,Technology,Small,26927,2023-11-19,Q4,2023,Live,83,5000,58,0.73,0,3,36,43.2,4.5,0.83,81.4
COMP0219,Company 0219,Healthcare,Medium,97036,2023-11-20,Q4,2023,Live,71,0,72,0.61,3,3,10,28.5,3.6,0.97,73.4
COMP0220,Company 0220,Retail,Small,27328,2023-11-22,Q4,2023,Implementation,70,20000,71,0.5,1,10,16,33.6,4.4,0.88,71.2
COMP0221,Company 0221,Healthcare,Small,92769,2023-11-22,Q4,2023,At Risk,84,5000,36,0.83,5,2,42,7.9,4.4,0.94,86.5
COMP0222,Company 0222,Healthcare,Small,58049,2023-11-24,Q4,2023,Implementation,68,0,81,0.92,4,0,24,9.0,3.8,0.97,82.6
COMP0223,Company 0223,Finance,Small,63798,2023-11-27,Q4,2023,Implementation,94,20000,7,0.5,2,2,50,10.8,4.7,0.96,81.2
COMP0224,Company 0224,Healthcare,Medium,40080,2023-11-29,Q4,2023,At Risk,68,20000,66,0.76,1,10,24,15.4,3.5,0.93,75.8
COMP0225,Company 0225,Finance,Enterprise,31210,2023-11-30,Q4,2023,At Risk,77,5000,36,0.81,1,1,15,19.9,4.7,0.9,84.2
COMP0226,Company 0226,Retail,Medium,32728,2023-11-30,Q4,2023,Implementation,96,5000,34,0.93,4,5,34,35.9,4.1,0.84,89.9
COMP0227,Company 0227,Retail,Enterprise,56856,2023-12-02,Q4,2023,Implementation,78,15000,47,0.87,5,10,28,27.6,3.6,0.93,82.5
COMP0228,Company 0228,Retail,Medium,76756,2023-12-02,Q4,2023,Stable,83,10000,14,0.75,4,3,47,36.3,3.5,0.95,80.4
COMP0229,Company 0229,Manufacturing,Small,38802,2023-12-03,Q4,2023,Implementation,81,20000,75,0.58,3,8,12,36.0,4.1,0.81,74.3
COMP0230,Company 0230,Manufacturing,Enterprise,42739,2023-12-04,Q4,2023,At Risk,93,0,39,0.64,4,7,40,39.8,3.9,0.89,80.5
COMP0231,Company 0231,Retail,Small,33117,2023-12-07,Q4,2023,Implementation,66,5000,29,0.69,1,10,13,18.0,4.6,0.86,76.1
COMP0232,Company 0232,Finance,Small,22942,2023-12-10,Q4,2023,Live,72,0,22,0.61,5,1,31,33.8,3.8,0.99,74.9
COMP0233,Company 0233,Finance,Medium,31560,2023-12-11,Q4,2023,Live,98,10000,15,0.79,1,2,18,17.6,4.0,1.0,89.1
COMP0234,Company 0234,Healthcare,Small,30960,2023-12-12,Q4,2023,Implementation,92,15000,17,0.9,4,10,50,39.0,3.5,0.86,85.8
COMP0235,Company 0235,Finance,Medium,50169,2023-12-13,Q4,2023,Live,67,0,74,0.84,0,4,43,1.6,4.1,0.93,80.3
COMP0236,Company 0236,Retail,Small,92039,2023-12-16,Q4,2023,Live,81,0,48,0.84,5,4,35,11.4,4.1,0.82,82.3
COMP0237,Company 0237,Healthcare,Small,83573,2023-12-17,Q4,2023,Live,60,10000,29,0.81,1,3,8,14.3,4.6,0.91,78.9
COMP0238,Company 0238,Finance,Medium,25473,2023-12-19,Q4,2023,At Risk,63,20000,37,0.44,0,7,39,13.2,3.9,0.9,65.7
COMP0239,Company 0239,Technology,Small,91072,2023-12-19,Q4,2023,Stable,91,10000,10,0.83,3,5,47,44.8,3.8,0.83,84.0
COMP0240,Company 0240,Manufacturing,Enterprise,57978,2023-12-19,Q4,2023,At Risk,89,5000,62,0.75,4,8,17,22.9,5.0,0.93,87.8
COMP0241,Company 0241,Finance,Enterprise,41297,2023-12-19,Q4,2023,At Risk,97,20000,16,0.78,2,3,37,46.9,3.7,0.86,84.5
COMP0242,Company 0242,Healthcare,Enterprise,77779,2023-12-19,Q4,2023,Implementation,62,10000,55,0.94,4,8,6,32.0,4.5,0.88,82.4
COMP0243,Company 0243,Retail,Small,13691,2023-12-19,Q4,2023,Implementation,67,0,8,0.52,4,8,22,39.3,4.6,0.84,70.9
COMP0244,Company 0244,Retail,Enterprise,99171,2023-12-22,Q4,2023,Implementation,67,15000,73,0.51,3,5,45,20.0,3.9,0.97,70.4
COMP0245,Company 0245,Retail,Medium,41518,2023-12-22,Q4,2023,Implementation,66,0,20,0.89,3,0,38,23.5,4.7,0.96,84.5
COMP0246,Company 0246,Manufacturing,Small,82810,2023-12-22,Q4,2023,Implementation,89,0,59,0.52,5,4,38,24.1,3.9,0.86,75.1
COMP0247,Company 0247,Healthcare,Medium,69619,2023-12-22,Q4,2023,Live,70,10000,31,0.8,0,5,11,5.5,4.1,0.85,78.4
COMP0248,Company 0248,Retail,Enterprise,33980,2023-12-25,Q4,2023,At Risk,64,5000,46,0.48,0,2,20,32.7,4.2,0.83,67.0
COMP0249,Company 0249,Finance,Small,36287,2023-12-28,Q4,2023,Stable,84,5000,99,0.7,3,6,39,8.9,4.2,0.81,79.2
COMP0250,Company 0250,Technology,Enterprise,80650,2023-12-31,Q4,2023,At Risk,83,10000,90,0.59,2,2,39,35.4,4.6,0.94,79.8
COMP0251,Company 0251,Finance,Enterprise,23814,2023-12-31,Q4,2023,Implementation,67,10000,90,0.49,4,1,30,5.0,3.7,0.95,68.6
COMP0252,Company 0252,Manufacturing,Enterprise,33953,2024-01-03,Q1,2024,Live,70,0,42,0.83,0,0,36,13.9,4.0,0.92,80.3
COMP0253,Company 0253,Healthcare,Small,38932,2024-01-06,Q1,2024,Live,94,20000,45,0.64,0,9,49,7.0,4.0,0.9,81.4
COMP0254,Company 0254,Manufacturing,Small,89092,2024-01-06,Q1,2024,Live,70,0,60,0.57,1,7,37,29.3,5.0,0.94,76.9
COMP0255,Company 0255,Healthcare,Medium,46755,2024-01-06,Q1,2024,Implementation,60,5000,30,0.68,4,2,44,36.1,3.6,0.85,69.8
COMP0256,Company 0256,Finance,Medium,46259,2024-01-06,Q1,2024,Live,84,0,32,0.58,1,1,50,19.3,4.3,0.84,76.6
COMP0257,Company 0257,Technology,Medium,41911,2024-01-08,Q1,2024,Live,73,5000,24,0.55,5,8,41,39.5,4.6,0.92,75.2
COMP0258,Company 0258,Retail,Enterprise,23777,2024-01-09,Q1,2024,Live,67,10000,44,0.45,1,4,48,3.7,4.9,0.91,71.4
COMP0259,Company 0259,Technology,Enterprise,83098,2024-01-11,Q1,2024,Live,66,10000,9,0.7,1,8,21,44.2,4.9,0.9,78.4
COMP0260,Company 0260,Manufacturing,Enterprise,48856,2024-01-14,Q1,2024,Stable,90,5000,33,0.75,5,3,27,15.4,3.9,0.88,82.7
COMP0261,Company 0261,Healthcare,Small,31511,2024-01-15,Q1,2024,Live,70,5000,9,0.93,1,1,24,13.0,3.7,0.97,83.1
COMP0262,Company 0262,Finance,Enterprise,32749,2024-01-18,Q1,2024,Implementation,63,10000,88,0.52,0,6,8,15.5,3.6,0.84,65.7
COMP0263,Company 0263,Manufacturing,Medium,78172,2024-01-21,Q1,2024,Stable,65,0,37,0.61,0,1,35,18.1,3.7,0.81,68.8
COMP0264,Company 0264,Finance,Small,76866,2024-01-21,Q1,2024,Live,87,15000,86,0.7,3,1,23,35.2,4.6,0.91,83.7
COMP0265,Company 0265,Technology,Medium,19096,2024-01-23,Q1,2024,Implementation,63,10000,92,0.45,2,6,19,36.7,4.5,0.95,69.4
COMP0266,Company 0266,Healthcare,Small,54293,2024-01-23,Q1,2024,Live,88,15000,59,0.76,5,10,17,9.3,3.7,0.9,82.0
COMP0267,Company 0267,Manufacturing,Enterprise,54351,2024-01-25,Q1,2024,Stable,91,20000,83,0.43,4,10,21,17.0,3.7,0.9,73.0
COMP0268,Company 0268,Manufacturing,Small,67402,2024-01-28,Q1,2024,Live,87,10000,17,0.63,5,0,35,12.8,4.0,0.8,77.0
COMP0269,Company 0269,Manufacturing,Enterprise,95763,2024-01-28,Q1,2024,Implementation,82,0,47,0.58,0,9,45,25.7,4.6,0.81,76.6
COMP0270,Company 0270,Healthcare,Small,56263,2024-01-29,Q1,2024,Stable,87,10000,97,0.58,0,0,40,39.8,4.8,0.87,80.1
COMP0271,Company 0271,Manufacturing,Enterprise,41568,2024-01-29,Q1,2024,Stable,67,0,47,0.87,2,4,21,11.2,4.1,0.85,79.6
COMP0272,Company 0272,Healthcare,Small,25949,2024-01-30,Q1,2024,Live,63,15000,21,0.89,5,10,46,32.0,4.1,0.87,79.4
COMP0273,Company 0273,Manufacturing,Enterprise,39984,2024-01-30,Q1,2024,Live,78,10000,67,0.95,4,9,22,12.9,3.8,0.9,85.1
COMP0274,Company 0274,Healthcare,Small,52714,2024-01-31,Q1,2024,Implementation,91,20000,61,0.53,4,0,30,23.2,5.0,0.85,80.2
COMP0275,Company 0275,Finance,Medium,74126,2024-02-02,Q1,2024,Implementation,69,15000,81,0.66,5,0,37,4.8,3.7,0.89,73.1
COMP0276,Company 0276,Manufacturing,Medium,45062,2024-02-02,Q1,2024,Implementation,91,15000,18,0.91,0,10,16,24.8,4.5,0.96,91.8
COMP0277,Company 0277,Retail,Medium,41620,2024-02-04,Q1,2024,At Risk,81,5000,29,0.82,1,7,46,26.6,4.7,0.99,87.5
COMP0278,Company 0278,Retail,Small,40300,2024-02-07,Q1,2024,Live,90,0,68,0.52,0,7,18,27.8,4.1,0.91,77.2
COMP0279,Company 0279,Finance,Enterprise,84412,2024-02-09,Q1,2024,Stable,69,0,70,0.54,1,0,48,43.0,4.7,0.95,74.7
COMP0280,Company 0280,Retail,Enterprise,59496,2024-02-11,Q1,2024,Implementation,72,20000,34,0.77,4,2,45,45.9,4.2,0.85,78.5
COMP0281,Company 0281,Technology,Small,48345,2024-02-13,Q1,2024,Implementation,64,15000,80,0.67,2,9,41,31.0,4.9,0.83,75.5
COMP0282,Company 0282,Manufacturing,Medium,75137,2024-02-13,Q1,2024,At Risk,84,0,70,0.67,3,4,9,5.9,3.9,0.92,79.3
COMP0283,Company 0283,Manufacturing,Enterprise,90918,2024-02-14,Q1,2024,Implementation,91,20000,26,0.86,4,6,38,9.7,4.8,0.95,91.3
COMP0284,Company 0284,Technology,Medium,57450,2024-02-17,Q1,2024,Stable,81,10000,66,0.45,1,3,47,8.0,4.4,0.98,75.0
COMP0285,Company 0285,Healthcare,Medium,38467,2024-02-19,Q1,2024,Live,90,20000,14,0.48,5,7,19,1.2,4.1,0.83,74.4
COMP0286,Company 0286,Manufacturing,Medium,18434,2024-02-19,Q1,2024,Live,100,15000,70,0.6,0,9,30,6.4,5.0,0.95,87.0
COMP0287,Company 0287,Retail,Medium,60890,2024-02-21,Q1,2024,Stable,69,0,48,0.7,3,1,44,40.2,3.9,0.84,74.1
COMP0288,Company 0288,Retail,Medium,93151,2024-02-21,Q1,2024,At Risk,68,0,28,0.75,0,6,13,41.0,4.9,0.85,79.5
COMP0289,Company 0289,Finance,Small,31096,2024-02-24,Q1,2024,Live,93,10000,14,0.77,2,3,22,13.3,4.7,0.96,89.0
COMP0290,Company 0290,Manufacturing,Small,69825,2024-02-25,Q1,2024,Live,76,20000,6,0.79,5,2,13,25.0,4.0,0.81,78.7
COMP0291,Company 0291,Technology,Medium,23352,2024-02-25,Q1,2024,At Risk,85,0,57,0.76,0,9,40,19.2,3.6,0.95,81.7
COMP0292,Company 0292,Finance,Medium,95196,2024-02-28,Q1,2024,Implementation,66,0,15,0.9,5,1,22,10.6,4.5,0.88,82.4
COMP0293,Company 0293,Retail,Small,52807,2024-02-29,Q1,2024,Live,100,5000,67,0.78,2,3,38,39.5,3.5,0.99,87.2
COMP0294,Company 0294,Manufacturing,Enterprise,46052,2024-03-01,Q1,2024,Implementation,86,0,60,0.85,1,4,31,15.7,4.1,1.0,87.7
COMP0295,Company 0295,Healthcare,Medium,81516,2024-03-03,Q1,2024,Live,97,15000,8,0.48,5,5,34,16.9,3.5,0.96,76.7
COMP0296,Company 0296,Finance,Enterprise,23149,2024-03-04,Q1,2024,Implementation,73,20000,91,0.69,3,9,8,11.7,4.1,0.96,78.2
COMP0297,Company 0297,Technology,Small,56652,2024-03-05,Q1,2024,Live,90,5000,60,0.83,1,1,16,7.2,4.6,0.8,86.3
COMP0298,Company 0298,Technology,Medium,74435,2024-03-05,Q1,2024,Live,97,10000,56,0.76,2,3,49,4.0,3.5,0.94,84.7
COMP0299,Company 0299,Retail,Small,41689,2024-03-05,Q1,2024,Live,99,20000,33,0.79,3,10,38,26.3,4.6,0.92,90.2
COMP0300,Company 0300,Finance,Small,66719,2024-03-06,Q1,2024,Implementation,85,15000,30,0.46,1,10,40,25.0,3.5,0.95,72.3
COMP0301,Company 0301,Retail,Small,18775,2024-03-07,Q1,2024,Stable,85,0,66,0.59,1,0,9,39.1,3.7,0.83,74.6
COMP0302,Company 0302,Healthcare,Small,69409,2024-03-10,Q1,2024,At Risk,63,10000,42,0.62,2,7,8,8.8,3.9,0.85,70.1
COMP0303,Company 0303,Finance,Enterprise,21345,2024-03-10,Q1,2024,Implementation,78,15000,47,0.65,1,8,10,43.4,3.8,0.93,76.7
COMP0304,Company 0304,Healthcare,Small,77981,2024-03-11,Q1,2024,At Risk,64,10000,25,0.81,3,4,31,6.1,3.7,0.83,74.9
COMP0305,Company 0305,Manufacturing,Medium,28603,2024-03-12,Q1,2024,Implementation,99,5000,13,0.7,2,10,32,43.1,3.7,0.98,85.1
COMP0306,Company 0306,Finance,Enterprise,84382,2024-03-12,Q1,2024,At Risk,64,20000,37,0.7,5,2,14,25.3,4.6,0.88,76.2
COMP0307,Company 0307,Technology,Small,37438,2024-03-14,Q1,2024,Stable,85,0,72,0.65,4,9,7,40.8,3.5,0.89,76.8
COMP0308,Company 0308,Healthcare,Enterprise,39095,2024-03-14,Q1,2024,Live,66,5000,28,0.48,1,0,39,29.8,4.5,0.91,70.4
COMP0309,Company 0309,Healthcare,Enterprise,19650,2024-03-17,Q1,2024,Live,74,5000,7,0.77,0,6,30,4.9,4.9,0.82,81.3
COMP0310,Company 0310,Finance,Medium,90469,2024-03-18,Q1,2024,Live,96,5000,43,0.92,3,3,33,32.1,4.8,0.81,91.8
COMP0311,Company 0311,Technology,Medium,49041,2024-03-21,Q1,2024,Live,70,5000,79,0.67,3,3,39,34.8,5.0,0.9,79.1
COMP0312,Company 0312,Manufacturing,Enterprise,35033,2024-03-24,Q1,2024,Stable,100,10000,26,0.56,0,8,13,14.9,4.4,0.92,82.8
COMP0313,Company 0313,Finance,Enterprise,89237,2024-03-27,Q1,2024,Stable,76,15000,77,0.62,2,9,11,23.9,4.1,0.93,76.4
COMP0314,Company 0314,Finance,Enterprise,41228,2024-03-28,Q1,2024,Stable,79,10000,89,0.67,2,0,18,35.2,4.3,0.98,80.6
COMP0315,Company 0315,Healthcare,Enterprise,47958,2024-03-31,Q1,2024,At Risk,88,20000,81,0.62,1,8,11,43.7,4.0,0.97,80.4
COMP0316,Company 0316,Technology,Enterprise,79186,2024-04-03,Q2,2024,Stable,98,0,73,0.73,2,10,5,35.7,4.7,0.84,86.9
COMP0317,Company 0317,Finance,Small,12671,2024-04-03,Q2,2024,Implementation,74,5000,47,0.51,0,9,29,19.0,3.9,0.8,69.1
COMP0318,Company 0318,Technology,Medium,35238,2024-04-03,Q2,2024,Live,87,10000,27,0.49,0,1,36,4.9,4.8,0.99,79.8
COMP0319,Company 0319,Healthcare,Medium,78944,2024-04-05,Q2,2024,Stable,93,15000,57,0.4,3,4,47,46.9,4.3,0.82,73.5
COMP0320,Company 0320,Healthcare,Enterprise,26469,2024-04-07,Q2,2024,Stable,97,20000,97,0.68,1,4,8,45.5,4.8,0.98,88.3
COMP0321,Company 0321,Healthcare,Enterprise,43095,2024-04-07,Q2,2024,Implementation,77,20000,92,0.84,0,4,42,9.2,4.0,0.8,80.3
COMP0322,Company 0322,Manufacturing,Small,95673,2024-04-08,Q2,2024,Live,86,15000,64,0.65,3,2,8,33.2,5.0,0.9,83.3
COMP0323,Company 0323,Technology,Medium,95198,2024-04-09,Q2,2024,At Risk,98,15000,53,0.86,2,2,16,32.7,3.6,0.97,89.0
COMP0324,Company 0324,Retail,Medium,47684,2024-04-09,Q2,2024,Implementation,69,15000,19,0.69,0,4,44,40.5,4.4,0.96,78.2
COMP0325,Company 0325,Retail,Enterprise,83902,2024-04-10,Q2,2024,Live,92,20000,38,0.51,3,5,18,31.4,3.8,0.85,75.1
COMP0326,Company 0326,Manufacturing,Medium,55805,2024-04-12,Q2,2024,Stable,63,20000,100,0.7,2,5,46,18.6,4.1,0.85,73.3
COMP0327,Company 0327,Healthcare,Medium,98571,2024-04-13,Q2,2024,Live,93,0,91,0.57,5,10,22,6.9,3.7,0.93,78.4
COMP0328,Company 0328,Manufacturing,Medium,36631,2024-04-16,Q2,2024,At Risk,90,0,74,0.68,4,7,14,10.6,4.6,0.98,85.4
COMP0329,Company 0329,Manufacturing,Enterprise,83647,2024-04-16,Q2,2024,Stable,71,10000,40,0.54,5,2,32,2.0,4.3,0.81,70.9
COMP0330,Company 0330,Manufacturing,Small,91592,2024-04-17,Q2,2024,Implementation,98,10000,23,0.67,1,8,43,12.1,4.6,0.8,83.9
COMP0331,Company 0331,Technology,Enterprise,99415,2024-04-17,Q2,2024,Stable,87,15000,80,0.76,0,5,26,14.3,4.3,0.91,84.3
COMP0332,Company 0332,Technology,Medium,26876,2024-04-20,Q2,2024,Live,93,0,42,0.95,4,7,14,2.6,4.1,0.85,89.8
COMP0333,Company 0333,Manufacturing,Small,11620,2024-04-23,Q2,2024,Live,64,20000,5,0.65,1,3,48,19.4,3.5,0.86,69.9
COMP0334,Company 0334,Retail,Small,64498,2024-04-25,Q2,2024,At Risk,95,5000,26,0.94,4,10,34,34.3,4.3,0.87,91.3
COMP0335,Company 0335,Retail,Medium,20608,2024-04-28,Q2,2024,Live,81,20000,78,0.62,2,5,37,4.6,4.5,0.93,79.5
COMP0336,Company 0336,Healthcare,Enterprise,32829,2024-04-30,Q2,2024,Live,90,0,59,0.45,1,2,38,20.8,3.7,0.85,72.3
COMP0337,Company 0337,Manufacturing,Small,40881,2024-04-30,Q2,2024,Implementation,68,20000,16,0.79,2,6,50,32.0,4.9,0.81,79.9
COMP0338,Company 0338,Finance,Enterprise,88934,2024-05-02,Q2,2024,Implementation,75,0,54,0.57,3,8,39,35.6,4.1,0.86,73.2
COMP0339,Company 0339,Technology,Medium,60480,2024-05-02,Q2,2024,Live,66,15000,79,0.68,3,7,28,47.1,4.8,0.84,76.2
COMP0340,Company 0340,Technology,Small,68747,2024-05-03,Q2,2024,Live,78,0,49,0.87,0,1,45,31.0,3.6,0.93,82.5
COMP0341,Company 0341,Healthcare,Enterprise,44288,2024-05-03,Q2,2024,Live,64,0,85,0.41,0,4,33,29.6,3.7,0.96,65.5
COMP0342,Company 0342,Healthcare,Medium,84095,2024-05-03,Q2,2024,Implementation,81,5000,58,0.56,2,9,33,3.8,4.5,0.94,77.9
COMP0343,Company 0343,Retail,Enterprise,72111,2024-05-03,Q2,2024,Live,73,15000,39,0.58,5,3,32,43.1,4.8,0.85,75.5
COMP0344,Company 0344,Finance,Enterprise,39313,2024-05-05,Q2,2024,Live,83,0,29,0.93,3,7,47,4.7,4.7,0.93,90.2
COMP0345,Company 0345,Healthcare,Medium,37539,2024-05-06,Q2,2024,Live,92,10000,18,0.63,4,6,34,22.3,4.9,0.9,84.1
COMP0346,Company 0346,Finance,Small,25788,2024-05-09,Q2,2024,Live,100,20000,44,0.62,0,3,18,38.3,4.8,0.96,87.0
COMP0347,Company 0347,Technology,Medium,42304,2024-05-09,Q2,2024,Live,63,5000,50,0.84,5,1,49,3.9,3.9,0.99,79.5
COMP0348,Company 0348,Manufacturing,Small,26357,2024-05-11,Q2,2024,At Risk,79,0,16,0.53,0,0,34,3.1,4.6,0.95,77.0
COMP0349,Company 0349,Finance,Small,25586,2024-05-13,Q2,2024,Implementation,94,5000,7,0.53,5,7,22,42.9,4.9,0.91,81.9
COMP0350,Company 0350,Finance,Medium,13995,2024-05-15,Q2,2024,At Risk,67,5000,63,0.69,0,0,37,5.9,4.5,0.88,76.4
COMP0351,Company 0351,Retail,Medium,91845,2024-05-16,Q2,2024,Live,68,15000,12,0.67,2,9,46,22.5,3.9,0.94,74.9
COMP0352,Company 0352,Healthcare,Enterprise,30089,2024-05-16,Q2,2024,At Risk,85,15000,30,0.93,3,9,42,22.6,4.5,0.87,88.8
COMP0353,Company 0353,Finance,Small,20893,2024-05-18,Q2,2024,At Risk,84,0,38,0.83,0,1,11,35.2,3.6,0.97,83.9
COMP0354,Company 0354,Healthcare,Medium,36417,2024-05-18,Q2,2024,Stable,98,20000,71,0.82,5,10,24,33.2,3.9,0.84,86.4
COMP0355,Company 0355,Manufacturing,Medium,26017,2024-05-19,Q2,2024,Live,89,5000,22,0.45,0,6,37,37.3,4.6,0.89,76.4
COMP0356,Company 0356,Manufacturing,Small,75952,2024-05-21,Q2,2024,At Risk,67,10000,33,0.66,1,1,27,13.0,3.7,0.98,74.3
COMP0357,Company 0357,Healthcare,Enterprise,13194,2024-05-24,Q2,2024,Live,100,15000,85,0.61,4,4,30,33.5,3.5,0.9,80.3
COMP0358,Company 0358,Technology,Medium,31078,2024-05-24,Q2,2024,Stable,63,5000,7,0.54,4,7,26,25.6,3.6,0.81,65.7
COMP0359,Company 0359,Technology,Enterprise,13452,2024-05-27,Q2,2024,Stable,97,0,65,0.68,1,10,25,39.5,4.8,0.86,85.9
COMP0360,Company 0360,Healthcare,Small,71599,2024-05-29,Q2,2024,At Risk,71,15000,30,0.76,5,7,8,36.2,4.0,0.91,78.3
COMP0361,Company 0361,Manufacturing,Medium,27518,2024-05-30,Q2,2024,Stable,90,20000,90,0.69,0,0,25,20.4,4.3,0.84,81.7
COMP0362,Company 0362,Retail,Small,94431,2024-06-01,Q2,2024,Implementation,66,15000,91,0.68,0,7,41,15.1,4.8,0.97,78.8
COMP0363,Company 0363,Technology,Small,69695,2024-06-04,Q2,2024,Stable,72,20000,84,0.59,4,6,8,35.4,4.9,0.97,78.3
COMP0364,Company 0364,Manufacturing,Small,30399,2024-06-05,Q2,2024,Live,66,15000,51,0.6,4,4,5,3.1,4.7,0.9,74.6
COMP0365,Company 0365,Retail,Enterprise,30018,2024-06-05,Q2,2024,Live,88,15000,86,0.63,2,10,35,45.9,4.9,0.84,81.7
